DTe,DT0146,86.39%
DTe,DT0147,84.70%
DTe,DT0149,81.38%
DTe,DT0150,95.96%
DTe,DT0162,99.40%
DTe,DT0163,99.22%
DTe,DT0171,2.20%
FLe,FL0098,91.88%
FLe,FL0099,94.37%
FLe,FL0107,97.83%
FLe,FL0108,96.17%
FLe,FL0112,100.00%
FLe,FL0113,96.53%
